id,name,code,account_type,chart_template_id/id,reconcile
qa_account_222001,Profits and Losses Current year,222001,equity_unaffected,l10n_qa.qa_chart_template_standard,False
qa_account_222002,Profits and Losses Previous years,222002,equity,l10n_qa.qa_chart_template_standard,False
qa_account_231001,Payables Accounts,231001,liability_payable,l10n_qa.qa_chart_template_standard,True
qa_account_231002,Other payables,231002,liability_payable,l10n_qa.qa_chart_template_standard,True
qa_account_232001,Salary and Allowance,232001,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_232002,Payroll Taxes,232002,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_232003,Stock Staff,232003,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_232004,Sales taxes Due,232004,liability_current,l10n_qa.qa_chart_template_standard,True
qa_account_232005,Purchase taxes Due,232005,liability_current,l10n_qa.qa_chart_template_standard,True
qa_account_232006,Bills Due,232006,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_232007,Rents Due,232007,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_233001,Customer Deposits,233001,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_233002,Customer Insurance,233002,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_233003,Advance Rental Income,233003,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_234001,Falling Inventory Prices,234001,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_234002,Provision Doubtful Debts,234002,liability_current,l10n_qa.qa_chart_template_standard,False
qa_account_311001,Salaries Expenses,311001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_311002,Expense Expenses,311002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_311003,Additional Work Expenses,311003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_311004,EXPENSES OF PROCESSES,311004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_311005,Compensation Expenses,311005,expense,l10n_qa.qa_chart_template_standard,False
qa_account_311006,Help And Aid,311006,expense,l10n_qa.qa_chart_template_standard,False
qa_account_312001,Housing expenses,312001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_312002,Food Expenses,312002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_312003,Medication Expenses,312003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_312004,Continuing Education Expenses,312004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_312005,Social Insurance,312005,expense,l10n_qa.qa_chart_template_standard,False
qa_account_321001,Fuel And Oil store,321001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_321002,Various tool parts,321002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_321003,Handling Charges,321003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_321004,Office Supplies,321004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322001,Maintenance services expenses,322001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322002,Operating Expenses,322002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322003,Publicity and Advertising,322003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322004,Transportation Charges,322004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322005,Leasing (plant and equip),322005,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322006,Electricity and Water,322006,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322007,Telephone expenses,322007,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322008,Internet and network,322008,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322009,Permits and licenses,322009,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322010,Bank Service Charge,322010,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322012,Other Commission,322012,expense,l10n_qa.qa_chart_template_standard,False
qa_account_322013,Subscription,322013,expense,l10n_qa.qa_chart_template_standard,False
qa_account_331001,Cost of Goods,331001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_331002,Shipping delivery Costs,331002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_331003,Customs Costs,331003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_331004,Production Costs,331004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_331005,Purchases Returns,331005,expense,l10n_qa.qa_chart_template_standard,False
qa_account_331006,Purchases Discounts,331006,expense,l10n_qa.qa_chart_template_standard,False
qa_account_341001,Depreciation of buildings and constructions,341001,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341002,Depreciation of vehicles and means of transport,341002,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341003,Depreciation of furniture and furnishings,341003,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341004,Consumption of activity equipment,341004,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341005,Depreciation of electrical and electronic equipment,341005,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341006,Depreciation Computers and systems are similar,341006,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341007,Residues and damaged stock of raw materials,341007,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_341008,Residues and damaged stock of finished materials,341008,expense_depreciation,l10n_qa.qa_chart_template_standard,False
qa_account_342001,Lands Rent,342001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_342002,Building Rent,342002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_351001,Zakat imposed,351001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_351002,Charity donations and charity,351002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_351003,Subsidy,351003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_352001,Compensation to others and fines,352001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_352002,Capital loss,352002,expense,l10n_qa.qa_chart_template_standard,False
qa_account_352003,Impairment losses on goodwill,352003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_352004,Bad Debts,352004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_352005,Income Tax,352005,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400001,Cost of Goods Sold in Trading,400001,expense_direct_cost,l10n_qa.qa_chart_template_standard,False
qa_account_400002,Cost Of Goods Sold I/C Sales,400002,expense_direct_cost,l10n_qa.qa_chart_template_standard,False
qa_account_400003,Basic Salary,400003,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400004,Housing Allowance,400004,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400005,Transportation Allowance,400005,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400006,Leave Ticket,400006,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400007,Leave Salary,400007,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400008,End Of Service Indemnity,400008,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400009,Medical Insurance,400009,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400010,Life Insurance,400010,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400011,Sales Commission,400011,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400012,Staff Other Allowances,400012,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400013,Uniform,400013,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400014,Visa Expenses,400014,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400015,Personnel Cost Others,400015,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400016,Office Rent,400016,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400017,Warehouse Rent,400017,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400018,Water & Electricity,400018,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400019,Other Utility Cahrges,400019,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400020,Telephone,400020,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400021,Courrier,400021,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400022,Web Site Hosting Fees,400022,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400023,Others - Communication,400023,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400024,Air tickets,400024,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400025,Hotel,400025,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400026,Meals,400026,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400027,Per Diem,400027,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400028,Others,400028,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400029,Audit Fees,400029,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400030,Sponsorship Fees,400030,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400031,Legal fees,400031,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400032,Trade License Fees,400032,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400033,Others - Professional Fees,400033,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400034,Other - Advertising Expenses,400034,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400035,Write Off Receivables & Payables,400035,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400036,Write Off Inventory,400036,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400037,Amortisation of Preoperating Expenses,400037,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400038,Cash Shortage,400038,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400039,Others - Provision & Write off,400039,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400040,Insurance,400040,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400041,Training,400041,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400042,Maintenance,400042,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400043,Security & Guard,400043,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400044,Cleaning,400044,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400045,Subscriptions,400045,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400046,Gifts & Donations,400046,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400047,Kitchen and Buffet Expenses,400047,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400048,Vehicle Expenses,400048,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400049,Convoyance Expenses,400049,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400050,Others - Office Various Expenses,400050,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400051,Other Bank Charges,400051,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400052,Loss On Fixed Assets Disposal,400052,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400053,Loss on Difference on Exchange,400053,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400054,Disposal of Business Branch,400054,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400056,Previous Year Adjustments Account,400056,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400057,Other Non Operating Expenses,400057,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400058,Credit Card Charges,400058,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400059,Bank Finance & Loan Charges,400059,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400060,Air Miles Card Charges,400060,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400061,Credit Card Swipe Charges,400061,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400062,PayPal Charges,400062,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400063,Amortization on Leasehold Improvement,400063,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400066,Depreciation Of Motor Vehicles,400066,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400067,Consultancy Fees,400067,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400068,Provision for Doubtful Debts,400068,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400069,Closing Account,400069,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400070,Depreciation on right of use asset (IFRS 16),400070,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400071,Cash Discount Loss,400071,expense,l10n_qa.qa_chart_template_standard,False
qa_account_400072,Interest Expense,400072,expense,l10n_qa.qa_chart_template_standard,False
qa_account_411001,Sales total,411001,income,l10n_qa.qa_chart_template_standard,False
qa_account_411002,Net sales of goods for sale,411002,income,l10n_qa.qa_chart_template_standard,False
qa_account_411003,Sales Permits,411003,income,l10n_qa.qa_chart_template_standard,False
qa_account_411004,Gifts,411004,income,l10n_qa.qa_chart_template_standard,False
qa_account_412001,Service Revenues,412001,income,l10n_qa.qa_chart_template_standard,False
qa_account_412002,Returns of sales services,412002,income,l10n_qa.qa_chart_template_standard,False
qa_account_421001,Property rental income,421001,income,l10n_qa.qa_chart_template_standard,False
qa_account_421002,Rental income of ATM areas,421002,income,l10n_qa.qa_chart_template_standard,False
qa_account_421003,Revenue of advertising space,421003,income,l10n_qa.qa_chart_template_standard,False
qa_account_422001,Operating income for others,422001,income,l10n_qa.qa_chart_template_standard,False
qa_account_422002,Deductions for demurrages Revenues,422002,income,l10n_qa.qa_chart_template_standard,False
qa_account_422003,Penalties and absence of workers,422003,income,l10n_qa.qa_chart_template_standard,False
qa_account_422004,Service Revenues,422004,income,l10n_qa.qa_chart_template_standard,False
qa_account_422005,Revenue from compensation and fines to others,422005,income,l10n_qa.qa_chart_template_standard,False
qa_account_422006,Revenue of the difference,422006,income,l10n_qa.qa_chart_template_standard,False
qa_account_423001,Sales revenue of assets,423001,income_other,l10n_qa.qa_chart_template_standard,False
qa_account_432002,Assets replacement income,432002,income_other,l10n_qa.qa_chart_template_standard,False
qa_account_500001,Sales Account,500001,income,l10n_qa.qa_chart_template_standard,False
qa_account_500002,Sales of I/C,500002,income,l10n_qa.qa_chart_template_standard,False
qa_account_500003,Management Consultancy Fees,500003,income,l10n_qa.qa_chart_template_standard,False
qa_account_500004,Sales from Other Region,500004,income,l10n_qa.qa_chart_template_standard,False
qa_account_500005,Advertising Income,500005,income,l10n_qa.qa_chart_template_standard,False
qa_account_500006,Branding Income,500006,income,l10n_qa.qa_chart_template_standard,False
qa_account_500007,Space Rental Income,500007,income,l10n_qa.qa_chart_template_standard,False
qa_account_500008,Service Income,500008,income,l10n_qa.qa_chart_template_standard,False
qa_account_500009,Interest Revenue,500009,income,l10n_qa.qa_chart_template_standard,False
qa_account_500010,Capital Gain,500010,income,l10n_qa.qa_chart_template_standard,False
qa_account_500011,Gain On Difference Of Exchange,500011,income,l10n_qa.qa_chart_template_standard,False
qa_account_500012,Excess In Till,500012,income,l10n_qa.qa_chart_template_standard,False
qa_account_500013,Other Income,500013,income,l10n_qa.qa_chart_template_standard,False
qa_account_500014,Cash Discount Gain,500014,income_other,l10n_qa.qa_chart_template_standard,False
qa_account_999001,Cash Difference Loss,999001,expense,l10n_qa.qa_chart_template_standard,False
qa_account_999002,Cash Difference Gain,999002,income,l10n_qa.qa_chart_template_standard,False
